"GEOID","Year","edd","gdd","ppt","tavg","tmax","east_dummy"
1113,2016,452.245091310762,3044.96822159401,498.589649721414,24.730769424943,31.1953719919715,1
1117,2016,442.06342121189,3018.39714947877,479.530993508693,24.5868727779216,30.9812590315983,1
1005,2016,460.918606573114,3111.72794354863,582.396687694888,25.0978450677388,31.3886864813158,1
1097,2016,307.667421584354,3165.42011531192,934.305643829754,25.3925676102738,30.5070379520346,1
1065,2016,443.640105713307,3084.4397384592,553.718758917397,24.9490985427826,31.0953691841978,1
1069,2016,416.74087185011,3201.35115794278,711.276877887305,25.5941941247225,31.2399010369653,1
1093,2016,344.039954919198,2825.37116062634,501.485744171619,23.5240173801952,30.0286517003046,1
1105,2016,449.951473780237,3076.91812354794,583.454638374887,24.9079975486642,31.1260401062682,1
1095,2016,293.322357141068,2811.97089476838,400.079015457385,23.4503724600701,29.4627293011199,1
1021,2016,409.67087092914,3007.34635424474,552.278450485347,24.5241378583028,30.7292817963896,1
1011,2016,451.216361283362,3075.62927044416,595.427370325704,24.8990782024126,31.2339382943755,1
1049,2016,259.982792628649,2686.78650154764,408.277037191364,22.7603705480115,29.1157111983399,1
1067,2016,429.023340508799,3166.46663889887,619.242976650262,25.4013390585226,31.2446839382309,1
1029,2016,287.913670973444,2740.96946920784,411.130386579754,23.0602859543836,29.7125129870409,1
1051,2016,462.148836208061,3116.93914066828,554.042475312958,25.1269681611693,31.2381289426525,1
1107,2016,440.803970368034,3066.22748295167,536.589297336493,24.8481838209738,30.9420865460862,1
1081,2016,383.178471672662,2965.77832852832,465.374859444771,24.2955921958688,30.5463200031413,1
1129,2016,424.366064819176,3102.06777486503,688.742766069475,25.0456575965352,31.2980083479015,1
1033,2016,335.991348752177,2876.44310196006,541.291456530587,23.8046323926782,29.9394746505946,1
4003,2016,554.507407567001,2706.05323403112,235.638998933643,22.8941013965465,31.7760594659475,0
4011,2016,695.447449791905,2795.81007087734,166.247391329711,23.3931437429598,32.6850596600904,0
4019,2016,1006.54278600521,3336.86206449767,172.943247054178,27.2563062823594,34.9340832264412,0
4001,2016,179.370442166735,1913.57874228339,132.35018216089,18.39496432773,26.3735016906914,0
4012,2016,1327.50768288123,3480.27904263865,42.1902604585586,29.0260827305457,36.8085620836337,0
4005,2016,326.452657459422,2189.03115503892,181.812297282387,20.025107318452,27.7614418464949,0
4027,2016,1395.69976055331,3575.17882692024,27.7724025877285,29.9854301180217,37.3283902611561,0
4023,2016,590.894763356808,2750.58086716062,301.920795121127,23.1407512459149,32.1457646604125,0
4025,2016,643.150775835814,2635.20272905566,184.621280052396,22.6115024758045,31.651806107313,0
4013,2016,1238.38119078235,3486.37648197251,73.3295136815975,29.001876537601,36.3055610020604,0
4017,2016,209.317745487623,1880.38700945082,203.004570156811,18.2556956982991,27.1654464984371,0
4021,2016,1218.95131162879,3435.81773380379,83.653772257877,28.3521392691028,36.2207035135667,0
4015,2016,1642.70212467125,3597.18667658538,68.6721875288895,30.8850709232027,38.5751319821741,0
4009,2016,728.1819717413,2887.7972360772,226.09861775095,24.0141250539824,32.8416584491249,0
4007,2016,826.6084287773,3042.31154505241,169.359172578012,25.1089670493546,33.3236926176282,0
5145,2016,328.802546275645,2903.66337990144,702.590848480692,23.9741533165766,29.4123153874355,1
5059,2016,324.454104962457,2885.83742293209,850.0367964833,23.8705663225841,29.561297615182,1
5009,2016,163.432306451649,2559.56488058535,684.153545341442,22.062617297902,27.620784954322,1
5111,2016,310.872582704038,2946.29220141689,619.597500167767,24.2129159380501,29.4257194216534,1
5065,2016,197.700526526421,2592.34254332178,796.653911213271,22.2436306143132,28.1900679190118,1
5073,2016,419.014578064928,3013.75566869857,910.734000777902,24.5863399594247,30.4830538395383,1
5077,2016,325.314577793664,3011.38932311426,603.93785409154,24.5673409457608,29.6494075044607,1
5123,2016,321.064137617487,2984.22795168569,617.186712299909,24.4133663324092,29.5916527230896,1
5037,2016,330.368971458231,2973.62279146619,584.356212691068,24.3615988480133,29.6420995272725,1
5061,2016,376.459128483692,2908.50522394997,816.729314248942,23.9969538951103,29.9261619121272,1
5097,2016,292.682418235419,2784.9052055278,999.33789479093,23.3064237295497,29.1555695292941,1
5087,2016,133.012795814021,2520.97544933597,653.888821868782,21.8456894049679,27.2516246859969,1
5057,2016,375.972060094465,2947.93324581961,811.432187411703,24.217547834469,29.9723323406423,1
5099,2016,362.095697168446,2937.84320247626,818.555060334954,24.1597270366552,29.9007651204146,1
5023,2016,247.911794469603,2740.73959387042,742.669437807065,23.0607968752845,28.6228926226472,1
5051,2016,298.82126458026,2826.30598479705,887.286504728122,23.5400037518192,29.1831938416376,1
5071,2016,259.162023057938,2721.28020558967,667.834760523382,22.9545196909476,28.7465966776173,1
5029,2016,337.348184478938,2803.97672646526,713.031560300038,23.4158441526629,29.5507412741857,1
5079,2016,329.695916339133,3029.48156450432,665.931118814338,24.6630958205029,29.8573192581118,1
5025,2016,341.589380796528,3002.19371134625,691.215183761706,24.512878265112,29.9606866820713,1
5067,2016,283.593410836468,2890.96057105558,632.266586302096,23.8988843771068,29.0667858301141,1
5135,2016,249.68894182098,2656.82997339016,808.748877076351,22.5989523917704,28.7482330528344,1
5003,2016,397.620676408709,3114.81833660757,777.505724021354,25.1352738353938,30.5242583899936,1
5091,2016,430.848523047427,3011.63765098401,865.379097418523,24.5781775745496,30.5013722232743,1
5133,2016,371.801589192247,2903.46243648284,827.743263355337,23.9652848175314,29.940486780936,1
5055,2016,274.279003695745,2858.67336093372,723.827808736283,23.7179300256961,28.9896211310549,1
5125,2016,332.203712854963,2925.33052087258,780.457069043398,24.0921576040715,29.6455162655995,1
5093,2016,311.183157667876,2962.16422125031,585.868569482902,24.3014168579324,29.462394034099,1
5143,2016,169.943961156548,2566.46886543708,627.223236184466,22.0980124191656,27.6803433845497,1
5011,2016,371.705397852297,3019.36078769857,711.309241883243,24.6084158321533,30.2344478713875,1
5139,2016,388.895051513042,3034.41620650707,719.616881732278,24.6922730870266,30.4215536874866,1
5031,2016,288.007836448634,2904.43249187764,651.608921712226,23.9767236779532,29.1631187594854,1
5039,2016,310.220587934469,2906.16153422764,737.128591812294,23.9817578935984,29.6294977235246,1
5041,2016,321.777147061228,3046.73415955538,604.644380455544,24.7502374155245,29.7896727578611,1
5129,2016,144.931447741147,2535.98548252005,776.502752287141,21.9326710669789,27.5110754110418,1
5117,2016,330.538383534873,3002.75757037159,668.252811227212,24.534310441527,29.5826403561306,1
5027,2016,390.493570037172,3000.6971211284,810.322117993662,24.5088335938327,30.2643024611192,1
5103,2016,379.071111983112,2975.80785063945,669.048488146068,24.3703411138686,30.2280572039151,1
5015,2016,200.251666811613,2576.03966466991,611.434255073845,22.1512582762625,28.0393480154847,1
5047,2016,322.658343513342,2810.99582455195,631.150127628841,23.4567351673828,29.3694010053231,1
5089,2016,175.038162422423,2561.69371151138,792.970261072782,22.0744611127126,27.8659345983544,1
5045,2016,376.289721627669,2887.36056197635,635.093100043261,23.8891999516702,29.8287962397172,1
5115,2016,272.635727702369,2741.00444190865,682.027011018353,23.0630632548772,28.9640648249051,1
5005,2016,170.847114144242,2563.25037049226,757.858502096106,22.0834885296962,27.8728979097695,1
5141,2016,228.345000822922,2648.64608772443,789.527301180497,22.5529988634088,28.3722642293966,1
5053,2016,340.598955498134,2919.37764078205,749.408183810161,24.0537515046162,29.8844589795387,1
5095,2016,314.693709246718,2994.13455034588,644.171308302809,24.4732752273774,29.4911833921842,1
5109,2016,301.517513087349,2789.12219153999,864.617671817821,23.328309977362,29.2364341366643,1
5127,2016,309.302950306661,2768.24005885241,668.63166260303,23.2148812595117,29.2919959144747,1
5017,2016,403.150130297656,3130.33621096697,727.147935428099,25.2191794548367,30.5601465082627,1
5137,2016,183.947823167445,2595.2219078592,813.228582531152,22.2591157673519,27.9870666845608,1
5131,2016,372.18519010429,2880.96030333475,597.11096638564,23.8664983697961,29.8652430011738,1
5063,2016,256.573455140996,2771.19858150375,698.463069451628,23.2290666804109,28.7543132896702,1
5001,2016,322.259519473088,3049.66953966369,656.503404510836,24.7835589960991,29.7055679607522,1
5013,2016,375.599533428909,2983.7640048446,688.878830127055,24.409834670545,30.272173918168,1
5121,2016,261.527574930232,2770.05022241529,936.11828770231,23.2255575339187,28.8398843798811,1
5035,2016,319.124131133253,2997.19149906692,585.040211491372,24.4894067953433,29.634432014225,1
5085,2016,299.798513985623,2961.98943775599,651.541330606834,24.2918607042768,29.3383672508969,1
5049,2016,179.117820752269,2551.84339550608,795.404046794088,22.0211057491772,27.8620652460273,1
5083,2016,336.415534124307,2823.7636823635,582.385263293025,23.5271188953195,29.5611906871802,1
5069,2016,313.470453502951,3010.65126517527,640.553752055485,24.5621172451048,29.6261984244007,1
5075,2016,248.487636833364,2805.83533286911,845.740224084685,23.4212087165262,28.7608304343836,1
5019,2016,349.788275044599,2928.19054326107,790.280734859925,24.1088249166621,29.8864240756292,1
5021,2016,272.246136294522,2839.78671274713,766.234219645622,23.6147259480809,28.9123208901828,1
5081,2016,425.467666276061,2995.36543458804,762.896388572713,24.4917821958565,30.3110104504479,1
5147,2016,322.078182801927,2954.58445722058,652.663601495886,24.2525598419714,29.4609338952868,1
5007,2016,215.66895021168,2606.10836703758,642.037433941744,22.3142078616242,28.1131851818605,1
5113,2016,246.591893859493,2727.98101187204,930.294242022048,22.9897191641327,28.7345692553855,1
5107,2016,319.741192104393,3031.43627806327,627.005880886845,24.673784960266,29.7164681754356,1
5105,2016,336.703124577016,2841.35240248154,646.157200795119,23.6230069194804,29.5728076766174,1
5101,2016,106.240548848881,2483.21325325355,684.187880814665,21.638692743504,26.8527732709755,1
5043,2016,373.819662167199,3088.37869567556,656.824812616533,24.9922576066936,30.2441453996139,1
5149,2016,312.674820873462,2820.84633354012,590.578022620336,23.5049902148154,29.4236879172779,1
5033,2016,342.12799863822,2832.6620483316,598.683558058759,23.6010715712297,29.5545229047329,1
5119,2016,346.804511253228,2968.33382454542,695.933144673971,24.3424402464734,29.6929925537925,1
6049,2016,103.689081998195,1325.40072616432,94.7810184845198,15.0694417443699,24.3261943526568,0
6055,2016,189.657475566364,1980.19887789848,38.0409965713342,18.8802135883728,27.4230397724349,0
6099,2016,466.943450327427,2515.90928173161,58.9107695718938,21.8237840980125,30.7555931227689,0
6077,2016,379.766591046292,2386.88282386438,58.7753188976498,21.1147408410975,29.9300038216209,0
6011,2016,496.313816143217,2607.86261048608,26.8952514794575,22.3289484628187,31.0130269352637,0
6023,2016,7.39547243833208,1013.35016599456,124.249528794832,13.5679698615412,17.4515480544702,0
6105,2016,433.4705472227,1795.67019944113,87.7104977759064,17.8149734559606,28.6861922154661,0
6029,2016,780.746792151231,2956.70083964074,37.2646882617379,24.3311250733784,32.958077896174,0
6111,2016,76.2409107214456,1974.62896795988,14.9453527712416,18.8499940881591,24.854573971894,0
6003,2016,139.014852231383,1504.65478592811,100.718893110251,16.1041125051616,25.5585891524726,0
6001,2016,209.521014023787,2107.39666550227,46.66694436934,19.5791027165085,26.7219807672211,0
6093,2016,200.423944906108,1516.75041740217,79.7481159424066,16.1765087051137,25.7241926965857,0
6115,2016,488.060182757268,2601.19170925297,30.5730135630544,22.2928398864257,30.7953030893684,0
6037,2016,655.769466001536,2770.48296862847,9.37959483898457,23.3903174283577,31.4134678876917,0
6045,2016,407.977722239265,2018.57819568157,74.8145537380534,19.089523918151,28.6710111751558,0
6039,2016,633.960562574781,2668.05943073026,51.802577368933,22.6748423420075,31.8744952856882,0
6083,2016,114.135343855928,1694.41721784609,18.8848716994555,17.3100377193941,24.0109599087326,0
6013,2016,292.682149157679,2340.00880254206,50.1172823725974,20.857191283055,29.0050968982089,0
6009,2016,484.842966778636,2453.89282456418,62.4963566374468,21.4842266665987,30.5351867135418,0
6019,2016,692.848847634747,2789.39438977819,35.5906918319267,23.3656944923173,32.3234033217604,0
6107,2016,715.972629279441,2821.16306325912,26.6484500276625,23.5385907830532,32.4954221964996,0
6033,2016,427.07775349597,2097.04681819075,47.4825792144296,19.5242557867321,29.409285779121,0
6053,2016,123.27061413916,1675.84563272307,14.7858129971128,17.2079710154403,24.2540743101284,0
6075,2016,0.970074152488251,1224.37323416296,36.6655641670456,14.7273253327371,17.6647116214602,0
6081,2016,2.91776631877311,1127.83950120594,43.3564718402953,14.1969204681216,17.7287433677324,0
6109,2016,478.960364937782,2458.90627040693,61.8617692663289,21.5254795687539,30.0361115864345,0
6091,2016,119.13054310894,1264.23360822872,112.354698860496,14.8068747029127,25.3639474245242,0
6073,2016,311.564743803212,2405.68054809799,42.6339394458401,21.3392092702959,28.1128647237975,0
6095,2016,337.081809048008,2336.12610442489,25.5578469098806,20.8358577636382,29.3637717403553,0
6041,2016,38.7222765166184,1627.90968362577,39.5198551101574,16.9445586551735,24.0004897771765,0
6035,2016,159.216078372571,1443.50863514225,90.2998145066954,15.7662232044105,25.3920074494659,0
6113,2016,481.219038375479,2523.47620754744,28.4124433130511,21.8656617750812,30.7290846569733,0
6065,2016,1036.2890085483,3201.89658073135,21.9042191775739,26.630387812896,34.6401221866182,0
6097,2016,140.391757613161,1788.34268009145,46.5095784195663,17.8260586735465,26.4613698024511,0
6007,2016,437.60727402076,2613.46541041702,49.2693912455772,22.3617457242867,30.4798444330828,0
6025,2016,1337.86371567548,3473.07050397659,13.9446302262314,28.7368043396822,36.9586113150065,0
6057,2016,101.557445723435,1256.66587885495,116.307071023115,14.5377312364249,24.5639987156309,0
6051,2016,338.011003984381,1858.8392815918,90.4429653563516,18.1616250182142,27.9693168091362,0
6101,2016,470.791899069715,2556.06747023433,27.5940979696033,22.0443421369979,30.7116765969779,0
6047,2016,551.177841849552,2583.21707743988,59.7303707695815,22.1958258067479,31.2975176317912,0
6087,2016,19.3201422012416,1398.74075162114,34.969334703872,15.685388622584,20.6169108658141,0
6085,2016,120.145654381112,1902.79845085474,41.1764625226045,18.4549413445921,26.1038176687361,0
6061,2016,498.272755451967,2544.10425851238,33.9873098165318,21.9797114216368,30.8242502118952,0
6015,2016,0.353074007538511,1033.1792304687,180.646800759061,13.6767003222433,17.5138328540908,0
6043,2016,575.741580001075,2590.17834508737,73.7799123612941,22.245499824367,31.0631929065505,0
6069,2016,146.826595850992,1858.12023158233,29.2016969484029,18.20953322497,26.1907606825459,0
6059,2016,108.21952580498,2309.80648320293,13.7273906944008,20.696366149249,25.8546522619389,0
6071,2016,849.778096819409,2987.24396490654,25.8398031798859,25.261644902979,33.1029534854347,0
6005,2016,437.089308719874,2440.71233205577,63.9008311110217,21.4104464491458,30.0691622438529,0
6103,2016,561.579211184627,2743.14456693266,87.6571070204351,23.0961228831032,31.1982577975737,0
6089,2016,296.592556402069,1828.47430181621,104.139258306194,18.0083932986428,27.4471291261115,0
6021,2016,506.857130204008,2677.85921675824,57.4612666365968,22.7172925145131,31.1039267912327,0
6063,2016,148.606153265126,1355.64033146861,103.531128754902,15.332257239149,25.8361220829785,0
6027,2016,539.899545673998,2265.38910833975,56.8350234840833,20.458508484755,30.4462443783203,0
6067,2016,344.686425679225,2362.8452120254,35.8440546327123,20.9826660991008,29.4812548715696,0
6031,2016,768.631261456117,2896.48972150445,21.6050510091185,23.9750567417787,32.9180713332454,0
6017,2016,409.985458869796,2326.63086023572,83.5217627255168,20.7810525653164,29.2011037406508,0
6079,2016,413.929005663808,2041.88012908487,8.60823542384411,19.2197813847369,28.5956361009548,0
8125,2016,199.411259992166,1890.53858781241,424.87009948917,18.1166782896414,25.9685426936904,0
8113,2016,27.8333415729397,1264.32470571627,236.617656092085,14.4510446027311,22.3788398316273,0
8023,2016,8.62636201799059,1033.36989637441,205.659187469048,12.9511824988341,22.0790457112545,0
8013,2016,245.259989450952,1837.01909350669,179.208954446801,17.7923232817181,26.2195783645735,0
8063,2016,217.995874146667,1894.61579176515,437.131277478313,18.1247363826771,26.2347911028179,0
8095,2016,182.162787598464,1826.5645940971,417.388072388215,17.7272103527806,25.6174981467061,0
8039,2016,121.277460961078,1605.80728359576,327.903820371004,16.3412077779965,24.7156772739194,0
8025,2016,352.354423929232,2095.71370690295,327.42845085276,19.3044418554548,28.3213465895231,0
8041,2016,108.267999730515,1699.8363334961,351.052726895646,16.9362979357235,24.7667740829161,0
8101,2016,290.952278862413,2035.67623270547,275.407365278553,18.9600966509723,27.7374027869813,0
8043,2016,122.457120965073,1660.72553742661,254.386135268448,16.7319894061299,25.0675973564031,0
8119,2016,1.9270026368368,913.658134396602,304.06790087176,11.9806330510727,20.7015150619939,0
8087,2016,270.889972133371,1833.40994386059,355.942299855788,17.7484162258947,26.6754624201354,0
8003,2016,8.16357029931074,1014.16213065992,141.361515978012,12.8730933215889,22.3045595521777,0
8067,2016,59.7307469617782,1368.56963076258,216.13515245769,15.1446325834454,23.9524443470064,0
8051,2016,2.49236808124055,787.396760902742,206.517871713961,11.3769977974854,20.6133073691986,0
8033,2016,63.2934685907409,1444.57840867803,191.539397810564,15.5357502887956,23.5346223582352,0
8079,2016,0.920179970670295,800.028182279477,325.03103548534,11.3515027993315,19.8723963822052,0
8103,2016,59.4840544052701,1252.17682801855,196.229416598175,14.3766582460912,23.4408265145842,0
8021,2016,4.99514784870037,946.707789369549,160.438540226384,12.417331908601,21.8891505129574,0
8057,2016,0,559.128935483309,162.635309478908,9.42373116972601,18.511359256282,0
8109,2016,7.57041748646669,1015.89664001825,156.046249439285,12.9346019377167,22.0915322466108,0
8059,2016,124.191568771391,1611.34176727403,226.049577096658,16.3265568224582,23.9515406906064,0
8083,2016,82.1400423057386,1538.82578484642,195.503743808801,16.1369885084417,23.9732351028244,0
8053,2016,2.73031777368249,831.379452556669,350.631776222827,11.5283435145259,20.1032715078456,0
8035,2016,75.7029086792177,1577.41001334494,344.884558158479,16.1137139460305,23.7003102607365,0
8069,2016,143.207180045026,1616.3352172066,178.71835526656,16.4773197764055,24.776615820072,0
8029,2016,193.433468719949,1779.05399974119,148.75718369844,17.6311928832248,26.3283778329484,0
8061,2016,307.949914539909,2111.40552032672,427.670544961169,19.4455105343319,27.8405124824242,0
8089,2016,357.412793998961,2159.49875747117,314.049991334169,19.6809845714729,28.5225988607719,0
8093,2016,0.489397111446975,693.242035331764,259.626215477575,10.3765721064316,18.8864099627865,0
8117,2016,0.778271273065907,698.712403133287,215.797449487518,10.5345978922275,19.6327507447439,0
8077,2016,243.545660956309,1918.9269851103,161.104830802959,18.3763598749924,26.5566932607864,0
8081,2016,57.854349323853,1234.43080791459,183.862048386699,14.223892492831,23.30943102678,0
8099,2016,330.811049105736,2192.63889507901,402.157511137578,19.9203568467585,28.2785543176249,0
8017,2016,292.34610521911,2032.7178850879,413.35175307172,18.9544468761683,27.3820152560316,0
8011,2016,378.491354093591,2225.15371839826,351.526386565393,20.0881401613693,28.7580099649149,0
8031,2016,200.197755076304,1876.06433424544,223.217700280955,17.9151093359617,25.6113568729057,0
8075,2016,216.871103664433,1792.93687993087,323.365610336611,17.505779220416,25.9157569929368,0
8085,2016,150.781895037631,1665.84203946524,161.246936050864,16.9330107310339,25.6078370860996,0
8014,2016,233.276263643808,1817.66260385917,187.470580001148,17.6447326656887,25.9948559482219,0
8015,2016,23.5940613670196,1150.10328585423,176.783908811985,13.7171352665758,22.6690340755802,0
8001,2016,218.974968417566,1820.31451848767,317.630557249875,17.6266713289507,25.9800750645431,0
8037,2016,35.739871026952,1152.89928593542,174.859614652859,13.7039918601864,22.7085567896362,0
8027,2016,4.29625054871416,865.001541211577,279.679056365462,11.8616937593571,20.9722450915705,0
8123,2016,217.81214263569,1740.01979713375,259.467946381033,17.2160469705432,25.9004858456263,0
8045,2016,96.691354235187,1499.35776208215,189.345266943436,15.9128000000439,24.4063676443215,0
8049,2016,3.63107802578578,829.989347178776,188.002442910854,11.5162957088211,20.5836056412084,0
8121,2016,192.657903382766,1783.60715271543,392.882930250412,17.4385324138426,25.8017020548273,0
8097,2016,18.2639684920034,1152.17372105335,204.188985375734,13.6812384017116,21.8753127320759,0
8091,2016,39.0847304203133,1172.20251192002,246.920093683927,13.9174856798389,22.9635999673583,0
8107,2016,16.24982882994,1035.72653835403,205.400047150817,12.8452832169659,21.5637125001715,0
8007,2016,50.0213883859176,1239.83176853012,241.876697172444,14.3004843981083,23.1949918483079,0
8115,2016,219.578664862233,1880.33807410856,379.609897218808,18.0280736580253,26.0668968399943,0
8009,2016,315.911643760373,2180.93765492417,415.904288019532,19.8579360833722,28.1504398362238,0
8073,2016,171.87045292435,1718.30928779519,346.048338994829,17.0393428624845,25.5871640781521,0
8105,2016,4.42281240718919,974.119652194512,160.431992306474,12.6503873450785,21.7563715367082,0
8019,2016,0.520500109745906,759.011997177051,305.686134771454,10.7709471445817,17.9254671060122,0
8005,2016,184.526450971707,1772.66503445511,345.923365319893,17.326923026918,25.6029278553703,0
8071,2016,193.226353284555,1867.38091044923,298.500407046018,17.986593467528,26.4759385790749,0
8055,2016,80.3721312759116,1472.27498874216,258.531182805321,15.5776431030036,23.8854707041351,0
9001,2016,42.0440154830122,1901.3254639008,486.235561645736,18.1316220870607,23.7880478148279,0
9013,2016,50.1944546614333,1874.43854264774,462.67575757976,17.9494412477298,23.8156891767723,0
9005,2016,34.1164677911741,1736.60367486577,434.538195835049,17.1148850486858,23.3842792919426,0
9011,2016,46.433800646688,1906.86944055436,456.191697018468,18.1856595382225,23.905854209894,0
9015,2016,38.2581624356893,1792.87304803112,478.449440925063,17.4858691818521,23.6219339546925,0
9003,2016,109.084282023704,2065.69619266947,424.019987801653,19.0532644825087,25.0243999593928,0
9009,2016,53.9307330693501,1954.85485091588,480.551586081637,18.4315422808707,24.0567328147274,0
9007,2016,67.8661107459996,2016.36256568705,473.027400096422,18.7900523650583,24.4228220518719,0
10003,2016,118.068448744152,2309.89455620385,725.617676531598,20.5847246972945,25.770152662048,1
10001,2016,139.987388671291,2335.04380316921,790.098699143368,20.7413346566838,25.8697748874699,1
10005,2016,140.419537173785,2330.22235898396,887.614069293866,20.6983820249336,25.7651014192891,1
12123,2016,384.799244794204,3219.80468350802,1031.90729320263,25.6912720613183,31.3272454444564,1
12061,2016,381.41949063089,3350.98045649018,1024.91297461011,26.4123392882417,31.5863040245765,1
12073,2016,440.079984703068,3187.50018215026,1031.54459606665,25.5151820157357,31.5118251017346,1
12103,2016,326.739218749505,3414.72953695242,1156.60761829569,26.7658343038185,31.0786314198868,1
12049,2016,455.493348471181,3364.50526548012,1118.72439329929,26.4874123875736,32.107642971464,1
12043,2016,470.836609298783,3421.61846274653,1056.72881627517,26.8012616921663,32.2905352288727,1
12029,2016,401.62959187364,3230.09618599371,1044.83056767606,25.7477821234922,31.5392208275821,1
12093,2016,403.766976160233,3348.78708283463,979.222820360456,26.3999708072031,31.8349981567245,1
12035,2016,412.559816447083,3281.37986028001,759.050978225467,26.0318194867674,31.5694493244019,1
12053,2016,398.114118396269,3306.27043191231,1206.86275831559,26.1666412140959,31.5974767679611,1
12091,2016,383.595378442545,3139.02211305976,824.770256872325,25.2475361934948,31.0856163618972,1
12121,2016,482.94334290741,3261.13693621093,961.658337204195,25.9215477036959,32.0019263360232,1
